datetime,city,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude
8/8/2012 10:58,middletown,md,us,fireball,10,10 seconds,Burst of flame and shot away.,8/19/2012,39.4436111,-77.545
8/9/1997 11:24,bel air,md,us,other,180,3 min.,Object sited while in stationary position then object zigged down then left then up then right then up into the clouds then reappeared,1/28/1999,39.5358333,-76.3486111
8/9/2013 21:42,towson,md,us,fireball,60,1 minute,Bright orange sphere quietly flying accross the night sky.,8/30/2013,39.4013889,-76.6022222
9/10/2000 22:00,patuxent river,md,NA,light,5,5 seconds,I had three sightings exactly like the Hagertown sighting on 01/16/00. The first (04/28/98) was on Rt. 270 South near the Boyds exit. T,9/17/2000,38.278097,-76.422888
9/10/2004 14:20,ellicott city,md,us,disk,7,7 seconds,1 shinny disk shaped metallic object that was not moving in the sky. It disappeared out of thin air.,3/4/2008,39.2672222,-76.7986111
9/10/2012 19:30,baltimore county,md,us,sphere,30,30 seconds,3 orange spheres become one over 695 in Baltimore County.,9/24/2012,39.2902778,-76.6125
9/11/1999 15:30,pasadena,md,us,diamond,2700,45 mins,seen objects in sky thought it was a ballon at first then started making funny movements then disappeared then seen agian in differnt l,10/2/1999,39.1072222,-76.5713889
9/11/2013 02:00,sharpsburg,md,us,circle,3600,1 hour,Orange color changing object,9/30/2013,39.4575,-77.7491667
9/1/1964 20:00,oxen hill,md,NA,oval,300,5 minutes,Witnessed a blimplike craft moving slowly&#44 no sound&#44 wide circling lights speeding off and out of sight within 5 seconds,11/16/2002,38.803056,-76.989722
9/1/1974 17:30,cumberland,md,us,light,1800,30 min,wife &amp; I were coming down the long curve on US 40 east of cumberland Md. Damned comp wouldnt accept time of 1730&#44 just starting to get,12/16/2005,39.6527778,-78.7627778
9/1/1984 19:00,baltimore,md,us,triangle,900,15 minutes,An extremely large black rectangle or triangle ufo floating at tree top level outside our house.,3/18/2014,39.2902778,-76.6125
9/1/2003 17:00,dundalk,md,us,sphere,300,5 minutes,Got to get this off my chest. I&#39m not the hysterical type&#44 but what I saw while parked on the damn Wal-Mart parking lot (of all places),7/25/2004,39.2505556,-76.5208333
9/12/1992 19:00,hancock,md,us,triangle,1200,20 minutes,The triangle craft hovered silently just over the tree line. It was just before dark and the sky was clear.,2/14/2008,39.6988889,-78.18
9/12/2012 04:00,hagerstown,md,us,triangle,3600,1 hour,Large pulsating triangular object seen hovering over town for at least an hour.,9/24/2012,39.6416667,-77.7202778
9/12/2012 23:45,baltimore,md,us,circle,900,15 minutes,Orange Objects In The Sky,9/24/2012,39.2902778,-76.6125
9/13/2000 19:00,hagerstown to sidling hill cut,md,NA,light,900,15min.,weird no aircraft in sky around airport&#44 car shut off when above us&#44 terrible migraine later that night. BRIGHTTT,9/17/2000,39.641763,-77.719993
9/13/2005 16:15,rockville,md,us,changing,300,~5 min,strange dark shape changing object with an &quot;aura&quot;,10/11/2005,39.0838889,-77.1530556
9/13/2011 00:00,dundalk,md,us,triangle,300,5 minutes,triangle lights fly accross the sky and disappear.,10/10/2011,39.2505556,-76.5208333
9/13/2011 23:30,new carrollton,md,us,unknown,2,several seconds,Loud Sonic Booms Heard Followed By Helicopter In Maryland,10/10/2011,38.9697222,-76.8802778
9/14/1999 06:00,laurel,md,us,circle,180,3 minutes,I saw a orange/red glowing object that stopped glowing and then moved&#44 at a very high rate of speed&#44 out into space at about a 20-30 de,10/2/1999,39.0991667,-76.8486111
9/14/2013 20:10,frederick,md,us,circle,300,5 minutes,8-12 orangish red circles floating in western sky&#44 slowly disappeared,9/30/2013,39.4141667,-77.4108333
9/15/1956 20:00,middle river,md,us,circle,60,1 min,three round blue-white disks in V formation moving from SE to NW,12/16/2005,39.3341667,-76.4397222
9/15/1996 18:00,solomans island,md,NA,light,600,10 minutes,Solid object floating about 20 feet above the tree tops,6/2/1998,38.318458,-76.454119
9/15/2000 21:13,laurel,md,us,circle,30,30 seconds,Bright light suddenly shrinking to small and going out.,9/21/2000,39.0991667,-76.8486111
9/15/2005 09:10,annapolis,md,us,disk,4,4 seconds,UFO SIGHTED IN ANNAPOLIS OVER WEST ST.,10/11/2005,38.9783333,-76.4925
9/15/2005 16:30,gaithersburg,md,us,other,25,24/25 seconds,In parking lot walking to store&#44 happened to look up and see black object cross from west to east and was turning point to point (sidew,10/11/2005,39.1433333,-77.2016667
9/15/2007 12:02,frederick,md,us,sphere,1200,15 to 20 min,It was a clear crisp day and there was something white in the sky.  ((NUFORC Note:  Student report.  No date indicated.  PD)),1/21/2008,39.4141667,-77.4108333
9/15/2011 21:15,chestertown,md,us,flash,7200,2 hours,Every 10 seconds flashing green light,10/10/2011,39.2088889,-76.0669444
9/16/2001 22:07,college park,md,us,light,2,2 sec,bright light trailed across North DC sky,10/12/2001,38.9805556,-76.9372222
9/16/2004 04:30,frostburg,md,us,light,1200,20 minutes,Looked out my bedroom window and saw two objects in the sky moving in clockwise motion.,11/9/2004,39.6580556,-78.9286111
9/16/2011 03:10,odenton,md,us,circle,180,3 minutes,2 Clockwise Rotating Lights around each other.  ((NUFORC Note:  Possibly an advertising or display light??  PD)),10/10/2011,39.0838889,-76.7005556
9/17/2006 05:30,st. michaels,md,us,cylinder,240,4 minutes,Cylinder shaped UFO that came to my wedding&#33,2/1/2007,38.785,-76.2247222
9/17/2006 11:00,havre de grace,md,us,disk,3,3 seconds,The object captured in a photograh appeared to be a silver disk/saucer above the Chesapeake Bay.,10/30/2006,39.5491667,-76.0919444
9/17/2012 06:15,germantown,md,us,light,60,1 minute,White orb of light that rapidly ascended,9/24/2012,39.1730556,-77.2719444
9/18/2008 07:00,silver spring,md,us,changing,900,15 minutes,object drifted across the moon as the day was setting&#44  it was odd to see a object coming from above the moon&#44 so i looked really caref,10/31/2008,38.9905556,-77.0263889
9/18/2010 19:30,chesapeake beach,md,us,circle,300,5 minutes,9-18-10.  Six round orange lights evenly spaced&#44 moving in syncronized formation curving upward until disappearing one by one.,11/21/2010,38.6861111,-76.535
9/18/2013 15:00,silver spring,md,us,circle,120,2 minutes,Saw grey spherical craft in sky just sat still for abt 60 seconds. I took a picture then it disappeared.,9/30/2013,38.9905556,-77.0263889
9/18/2013 21:05,baltimore,md,us,light,180,3 minutes,Red and green light over north east Baltimore.,9/30/2013,39.2902778,-76.6125
9/19/1979 22:45,baltimore,md,us,light,60,1minute,saw three lights in a triangle shape as I looked to the left I saw a single light following the others,12/12/2009,39.2902778,-76.6125
9/19/2001 12:00,westminster west,md,NA,other,60,1 min,Working out on the veranda&#44 late AM&#44 I was bent over a small landscape planter which is perpendicular to my home at the veranda end. I,1/17/2004,39.575379,-76.995815
9/19/2009 19:30,joppa,md,us,unknown,120,2 minutes,Bright searchlight hovered at high altitude and then rapidly ascended from view.((NUFORC Note:  Missile launch.  PD)),12/12/2009,39.4336111,-76.3580556
9/19/2009 19:45,towson,md,us,triangle,30,30 seconds,A small sphere shape object appeared&#44 with a triangle shaped light being emitted from the bottom. ((NUFORC Note:  Missile launch.  PD)),12/12/2009,39.4013889,-76.6022222
9/19/2009 19:50,abingdon,md,us,cylinder,180,3 minutes,Extremely bright and radiating light outward.  ((NUFORC Note:  Missile launch.  PD)),12/12/2009,39.4622222,-76.2794444
9/19/2009 19:50,dundalk,md,us,sphere,45,45 seconds,A dark sphere appeared southeast of dundalk&#44 maryland then disappeared leaving a haze of smoke.((NUFORC Note:  Missile launch.  PD)),12/12/2009,39.2505556,-76.5208333
9/19/2009 19:52,dundalk,md,us,light,20,20 seconds,dot of light whith a beam of light below it&#44 beam of light was in a cone shape ((NUFORC Note:  Missile launch.  PD)),12/12/2009,39.2505556,-76.5208333
9/19/2009 20:30,easton,md,us,other,10,10 seconds,Orb of light raised from the ground&#44 in the distance&#44 slowly into the high sky; disappeared.((NUFORC Note:  Missile launch.  PD)),12/12/2009,38.7741667,-76.0766667
9/19/2009 21:15,lusby,md,us,unknown,420,5 to 7 minutes,Verry large wite light. Was not moving. Very large surrounding area lite up. ((NUFORC Note:  Missile launch.  PD)),12/12/2009,38.4105556,-76.4555556
9/19/2013 11:00,berlin,md,us,light,30,30 seconds,A Bright White Light darting around and stopping during the daytime that disappeared in a cloud.,9/30/2013,38.3225,-75.2180556
9/20/1981 18:00,andrews afb,md,NA,circle,1800,30 mins,An huge circular craft moved from the south towards D.C. on andrews AFB.It moved with lights flashing and a beam coming downwards f,10/10/2011,38.79652,-76.883626
9/20/2007 01:30,cloverly,md,us,light,5,5 seconds,Strange lights in sky over Cloverly&#44 MD shoot off at amazing speed.,10/8/2007,39.1080556,-76.9980556
9/20/2011 17:30,baltimore,md,us,unknown,120,approx. 2 min.,Object in mid air with 3 distinct lights,10/10/2011,39.2902778,-76.6125
9/20/2012 23:00,owings mills,md,us,unknown,10,10 seconds,Just read above.,11/11/2013,39.4194444,-76.7805556
9/20/2013 19:20,grasonville,md,us,flash,30,30 seconds,Line of 4-6 bright white blinking lights in sky.,9/30/2013,38.9580556,-76.2105556
9/2/2005 18:30,baltimore,md,us,cylinder,60,30-60 seconds,Two distant shapes going west,9/15/2005,39.2902778,-76.6125
9/2/2007 01:38,fort washington,md,us,disk,120,2 minutes,Object zig-zagged around sun in less than a minute.,10/8/2007,38.7072222,-77.0233333
9/2/2008 22:00,ocean city (45 miles offshore from),md,us,light,1200,20 minutes,A string of lights that came on and off for 20 minutes,10/31/2008,38.3363889,-75.0852778
9/2/2013 02:30,greenbelt,md,us,triangle,180,3 minutes,On my way to work I witnessed two low flying&#44 triangular shaped craft moving in complete silence along baltimore washington parkway.,9/9/2013,39.0044444,-76.8758333
9/22/1997 20:00,solomons island,md,NA,disk,600,10 minutes,Close up at twilight&#44  Stationary UFO.,8/5/2009,38.318458,-76.454119
9/22/2000 15:15,camp springs,md,us,circle,120,2  minutes,I looked up &amp; observed for 1 min. a white circular object&#44 againsta clear blue sky&#44 that dissappeared from sight right overhead.,12/2/2000,38.8038889,-76.9069444
9/22/2007 05:25,hagerstown,md,us,light,1800,30 mins,Bright light over Maryland skies&#44&#44&#44&#44,10/8/2007,39.6416667,-77.7202778
9/22/2013 23:25,rockville,md,us,circle,3,3 seconds,White fluorescent light color/dark circle in center/spherical shape/glimpse of it leaving orbit vanished leaving 2 lights behind it,9/30/2013,39.0838889,-77.1530556
9/23/2012 00:00,ocean city,md,us,sphere,600,10 minutes,4 bright orange spheres flying over Ocean City,10/30/2012,38.3363889,-75.0852778
9/24/2012 18:30,riva,md,us,fireball,300,3-5 minutes,Orange fireball seen slowly rising up in the sky&#44 moving away&#44 then disappearing behind a cloud. Object seen by 4 individuals.,10/30/2012,38.9519444,-76.5783333
9/24/2013 07:40,elk neck,md,us,unknown,7,7 seconds,Strange object in sky disappears.,9/30/2013,39.5127778,-75.9516667
9/25/2007 18:45,baltimore,md,us,light,20,20 seconds,white light over baltimore,10/8/2007,39.2902778,-76.6125
9/25/2012 20:00,stevensville,md,us,triangle,1200,20+ minutes,Hovering triangular object near Chesapeake Bay.,10/30/2012,38.9805556,-76.3147222
9/26/2011 18:15,towson,md,us,egg,10,10 seconds,Single&#44 chrome&#44 stationary object witnessed near Baltimore&#44 Maryland. Vanished instantly.,8/5/2012,39.4013889,-76.6022222
9/27/2012 21:15,cobb island,md,NA,flash,600,10 minutes,Strange lights&#44 low level jet fighter interceptors?  And a bright flash.,10/30/2012,38.258463,-76.843858
9/27/2013 00:05,bowie,md,us,sphere,120,2 minutes,Single Orange Reddish sphere traveling in slow motion before disappearing,9/30/2013,39.0066667,-76.7794444
9/27/2013 23:34,frederick,md,us,fireball,NA,1.5 seconds,Fireball,9/30/2013,39.4141667,-77.4108333
9/29/2005 20:25,ocean city,md,us,circle,1200,20 mins,North of Ocean City Md on 9/29/05 white blinking light moved quickly north then returned and left again,10/11/2005,38.3363889,-75.0852778
9/29/2007 20:30,odenton,md,us,light,60,1 min,A star looking light in the heavens that suddenly vanished.,10/8/2007,39.0838889,-76.7005556
9/30/1995 20:00,baltimore,md,us,disk,300,5 min,U.F.O SEEN IN HAMPDEN IN THE FALL OF1995,7/5/2008,39.2902778,-76.6125
9/30/1999 20:29,rockville,md,us,triangle,10,10 seconds,I RETURNED TO THIS SUMMARY BECAUSE SOMETHING DIFFERENT JUST NOW HAPPENED AS I WROTE THE COMPLETE DESCRIPTION. BUT THE FIRST SIGHTING WA,10/19/1999,39.0838889,-77.1530556
9/30/2013 20:10,thurmont,md,us,unknown,240,4 minutes,Huge Craft with several lights moves over Northern Frederick County.,10/3/2013,39.6236111,-77.4111111
9/3/2013 21:30,severna park,md,us,sphere,120,2 minutes,Orange spheres over Maryland.,9/9/2013,39.0702778,-76.5455556
9/4/2006 23:58,silver spring,md,us,light,300,4-5minutes,birght satellite -like nocturnal light with a distinctly orange color wher no satellite should have been.,10/30/2006,38.9905556,-77.0263889
9/4/2013 11:15,parkville,md,us,light,120,2 minutes,I saw 2 vertical white/blue lights that were fairly low zoom through the sky going toward loch raven reservoir then saw the same thing.,9/9/2013,39.3772222,-76.54
9/5/2000 21:37,linthicum heights (bwi airport),md,us,light,40,30-40sec,a bright white light  no solid object visable,9/17/2000,39.2033333,-76.6625
9/5/2004 03:28,ocean city,md,us,unknown,600,10min,The crafts are not moveing and have flickering lights,9/9/2004,38.3363889,-75.0852778
9/5/2013 07:16,hunt valley,md,us,sphere,60,1 minute,Shiny sphere seen over 83 south at Hunt Valley&#44 MD 9/5/2013 at 7:16am.,9/9/2013,39.4997222,-76.6413889
9/6/2001 06:00,frederick,md,us,cigar,1800,30 minutes,While commuting to Bethesda Md. from Hagerstown Md. I noticed a fluorescent cloud in the eastern sky. This cloud glowed with light simi,10/12/2001,39.4141667,-77.4108333
9/6/2002 19:00,glen burnie,md,us,cylinder,10,10 seconds,Cylinder light disapears without a trace Near BWI airport in MD. Cylinder gets skinnier and then disapears like when turning off a TV.,9/13/2002,39.1625,-76.625
9/7/1967 17:00,baltimore,md,us,unknown,300,5 mins,Strange looking craft and possible lost time,8/12/2008,39.2902778,-76.6125
9/8/2009 21:37,timonium,md,us,circle,45,45 seconds,Orange ball seen over neighborhood in Timonium&#44 Maryland,12/12/2009,39.4369444,-76.62
9/8/2010 01:00,landover,md,us,triangle,60,one minute 30 sec,Three lights in a triangular pattern were seen hovering in Landover&#44 MD.,11/21/2010,38.9338889,-76.8969444
9/8/2010 22:00,crofton,md,NA,triangle,10,10 seconds,TRIANGULAR FLYING OBJECT WITH FLASHING LIGHTS OUTLINING THE SHAPE,11/21/2010,39.001777,-76.687467
9/9/2003 20:45,ellicott city,md,us,triangle,120,2 minutes,Three bright lights in a triangular formation to the right of Mars that hovered then turned orangish color then disappeared.,9/12/2003,39.2672222,-76.7986111
9/9/2010 18:10,baltimore,md,us,rectangle,3,3 seconds,White Rectangle no wings or windows climbed fast at steap angle from below clouds then into clouds,11/21/2010,39.2902778,-76.6125
9/9/2012 08:04,riverdale,md,us,light,60,1 minute,3 bright white lights in the Sky.,9/24/2012,39.0991667,-76.5361111
